2057492020,9949,2010,0,"Minha coleção - 2057492020",0,1,1
1600165704,9985,277,0,"Minha coleção - 1600165704",0,1,1
779754494,10000,0,0,"Minha coleção - 779754494",0,1,1
1027453899,10000,0,0,"Minha coleção - 1027453899",0,1,1
1345260406,10000,1893,0,"Minha coleção - 1345260406",0,1,1
1651492309,10000,0,0,"Minha coleção - 1651492309",0,1,0
1668415509,9944,2100,0,"Minha coleção - 1668415509",0,1,1
956747300,10000,14,0,"Minha coleção - 956747300",0,1,1
1376093524,9995,355,0,"Minha coleção - 1376093524",0,1,1
1495444564,10000,209,0,"Minha coleção - 1495444564",0,1,1
1318601012,10000,0,0,"Minha coleção - 1318601012",0,1,1
1343495145,10000,195,0,"Minha coleção - 1343495145",0,1,1
1396874142,10000,0,0,"Minha coleção - 1396874142",0,1,1
6344499838,10000,0,0,"Minha coleção - 6344499838",0,1,1
7150318045,9993,1564,0,"Minha coleção - 7150318045",0,1,1
1173261796,9999,0,0,"Minha coleção - 1173261796",0,1,0
1021164941,10000,0,0,"Minha coleção - 1021164941",0,1,0
1866617055,9476,2172,0,"Minha coleção - 1866617055",0,1,1
1362058385,10000,397,0,"Minha coleção - 1362058385",0,1,0
1595581965,9994,0,0,"Minha coleção - 1595581965",0,1,0
733488703,9998,1290,0,"Minha coleção - 733488703",0,1,1
5362865694,10000,1106,0,"Minha coleção - 5362865694",0,1,1
6635568811,10000,133,0,"Minha coleção - 6635568811",0,1,0
6360494227,9996,0,0,"Minha coleção - 6360494227",0,1,0
1416843117,9994,0,0,"Minha coleção - 1416843117",0,1,1
982848391,9999,1071,0,"Minha coleção - 982848391",0,1,0
5830946275,9618,132,0,"Minha coleção - 5830946275",0,1,0
5745489521,10000,0,0,"Minha coleção - 5745489521",0,1,0
1343391456,9947,523,0,"Minha coleção - 1343391456",0,1,0
5401135608,10000,0,0,"Minha coleção - 5401135608",0,1,0
6076455533,10000,0,0,"Minha coleção - 6076455533",0,1,0
6689595377,10000,0,0,"Minha coleção - 6689595377",0,1,0
1403090006,9994,0,0,"Minha coleção - 1403090006",0,1,0
6938951445,10000,0,0,"Minha coleção - 6938951445",0,1,0
679215863,10000,0,0,"Minha coleção - 679215863",0,1,0
5857065436,10000,0,0,"Minha coleção - 5857065436",0,1,0
1090039087,10000,0,0,"Minha coleção - 1090039087",0,1,0
1561224108,10000,0,0,"Minha coleção - 1561224108",0,1,0
7052204891,9853,1021,0,"Minha coleção - 7052204891",0,1,1
1686042360,10000,0,0,"Minha coleção - 1686042360",0,1,0
5629800237,10000,0,0,"Minha coleção - 5629800237",0,1,1
1318894688,9935,129,0,"Minha coleção - 1318894688",0,1,0
5880808304,10000,0,0,"Minha coleção - 5880808304",0,1,0
6439232102,10000,0,0,"Minha coleção - 6439232102",0,1,0
612740144,10000,0,0,"Minha coleção - 612740144",0,1,0
5144623405,9720,1993,0,"Minha coleção - 5144623405",0,1,1
5711819030,9920,0,0,"Minha coleção - 5711819030",0,1,0
1046220162,10000,0,0,"Minha coleção - 1046220162",0,1,0
5437442085,10000,429,0,"Minha coleção - 5437442085",0,1,0
501064671,10000,0,0,"Minha coleção - 501064671",0,1,0
1872168157,10000,0,0,"Minha coleção - 1872168157",0,1,0
5775707034,9960,211,0,"Minha coleção - 5775707034",0,1,0
2080048681,10000,0,0,"Minha coleção - 2080048681",0,1,0
1073427122,10000,1626,0,"Minha coleção - 1073427122",0,1,0
1537097583,10000,0,0,"Minha coleção - 1537097583",0,1,0
6316427395,9899,1873,0,"Minha coleção - 6316427395",0,1,0
6506774937,10000,0,0,"Minha coleção - 6506774937",0,1,0
1920564748,9998,0,0,"Minha coleção - 1920564748",0,1,0
1207449885,10000,0,0,"Minha coleção - 1207449885",0,1,0
5390620805,10000,1290,0,"Minha coleção - 5390620805",0,1,0
5730389886,10000,0,0,"Minha coleção - 5730389886",0,1,0
5655329265,10000,1797,0,"Minha coleção - 5655329265",0,1,0
2126915811,10000,717,0,"Minha coleção - 2126915811",0,1,0
5194443022,10000,0,0,"Minha coleção - 5194443022",0,1,0
6576956795,9994,0,0,"Minha coleção - 6576956795",0,1,0
5884369840,10000,0,0,"Minha coleção - 5884369840",0,1,0
5901287140,9998,1776,0,"Minha coleção - 5901287140",0,1,0
1861258432,10000,0,0,"Minha coleção - 1861258432",0,1,0
5437665306,10000,909,0,"Minha coleção - 5437665306",0,1,0
839306326,9964,208,0,"Minha coleção - 839306326",0,1,0
1231917493,10000,0,0,"Minha coleção - 1231917493",0,1,0
6342906577,9979,0,0,"Minha coleção - 6342906577",0,1,0
966066249,10000,0,0,"Minha coleção - 966066249",0,1,0
5767260643,9860,0,0,"Minha coleção - 5767260643",0,1,0
5618623749,9680,1488,0,"Minha coleção - 5618623749",0,1,0
646548672,9986,399,0,"Minha coleção - 646548672",0,1,0
1114306069,10000,110,0,"Minha coleção - 1114306069",0,1,0
5259276006,9993,64,0,"Minha coleção - 5259276006",0,1,0
1790654657,10000,515,0,"Minha coleção - 1790654657",0,1,0
6072103914,10000,151,0,"Minha coleção - 6072103914",0,1,0
1277793599,9996,196,0,"Minha coleção - 1277793599",0,1,0
1071653023,9891,110,0,"Minha coleção - 1071653023",0,1,0
6655865011,10000,0,0,"Minha coleção - 6655865011",0,1,0
5780455816,9771,842,0,"Minha coleção - 5780455816",0,1,0
5684824150,9133,151,0,"Minha coleção - 5684824150",0,1,0
6542863176,10000,0,0,"Minha coleção - 6542863176",0,1,0
7003771454,10000,0,0,"Minha coleção - 7003771454",0,1,0
6830613898,10000,0,0,"Minha coleção - 6830613898",0,1,0
1391747368,9958,0,0,"Minha coleção - 1391747368",0,1,0
6521858350,9150,0,0,"Minha coleção - 6521858350",0,1,0
6913810737,1,0,0,"Minha coleção - 6913810737",0,0,0
